,city,geo
1232,Amsterdam,NL
1233,Settimo Milanese,IT
1234,Rome,IT
1235,Thessaloniki,GR
1236,Rapallo,IT
1237,Toulon,FR
1238,Brindisi,IT
1239,Lublin,PL
1240,Eppes,FR
1241,Dronten,NL
1242,Frankfurt am Main,DE
1243,San Fernando de Henares,ES
1244,Vilnius,LT
1245,Chauray,FR
1246,Haskovo,BG
1247,Sines,PT
1248,Genoa,IT
1249,Málaga,ES
1250,Haskovo,BG
1251,Cluj Napoca,RO
1252,Saint-Clément-de-Rivière,FR
1253,Stockholm,SE
1254,Frederiksberg C,DK
1255,Gudow,DE
1256,Groningen,NL
1257,Rotterdam,NL
1258,Eindhoven,NL
1259,Hannover,DE
1260,Madrid,ES
1261,Madrid,ES
1262,Bonn,DE
1263,Aviano,IT
1264,Bettembourg,LU
1265,Bettembourg,LU
1266,Falun,SE
1267,Genoa,IT
1268,Madrid,ES
1269,Dresden,DE
1270,'s-Hertogenbosch,NL
1271,Le Creusot,FR
1272,Dresden,DE
1273,Elche,ES
1274,Vilnius,LT
1275,Vilnius,LT
1276,Bouillargues,FR
1277,Fürth,DE
1278,Naples,IT
1279,Poznan,PL
1280,Vélizy-Villacoublay,FR
1281,Paris,FR
1282,Cerdanyola del Vallès,ES
1283,Alcalá de Henares,ES
1284,Barcelona,ES
1285,"Jawczyce,",PL
1286,Jyväskylä,FI
1287,Murcia,ES
1288,Dublin,IE
1289,Rotterdam,NL
1290,Amsterdam,NL
1291,Hilversum,NL
1292,Alphen aan den Rijn,NL
1293,Barreiro,PT
1294,Sines,PT
1295,Vila Nova de Famalicao,PT
1296,Larcay,FR
1297,Ahrensburg,DE
1298,Haarlem,NL
1299,Vélizy-Villacoublay,FR
1300,Kista,SE
1301,La Courneuve,FR
1302,Chevigny-Saint-Sauveur,FR
1303,Stockholm,SE
1304,Lisbon,PT
1305,Caserta,IT
1306,Markelo,NL
1307,Vilnius,LT
1308,Pazardzhik,BG
1309,Razgrad,BG
1310,Pleven,BG
1311,Sliven,BG
1312,Stutensee,DE
1313,Raaba-Grambach,AT
1314,Naaldwijk,NL
1315,Vienna,AT
1316,Chasseneuil-du-Poitou,FR
1317,Paris,FR
1318,Praha 9 – Střížkov,CZ
1319,Piestany,SK
1320,Villeurbanne,FR
1321,Cesson-Sévigné,FR
1322,Oldenburg,DE
1323,Genoa,IT
1324,Trieste,IT
1325,Madrid,ES
1326,Turku,FI
1327,Rome,IT
1328,Hinnerup,DK
1329,Auch,FR
1330,Regensburg,DE
1331,Marssac sur Tarn,FR
1332,Bucharest,RO
1333,Ahrensburg,DE
1334,Genoa,IT
1335,Amilly,FR
1336,Asse,BE
1337,Dresden,DE
1338,Dresden,DE
1339,Dresden,DE
1340,Dresden,DE
1341,Eschborn,DE
1342,Stuttgart,DE
1343,Böblingen,DE
1344,Garching,DE
1345,Innsbruck,AT
1346,Limoges,FR
1347,Bidart,FR
1348,Kleinmachnow,DE
1349,Getafe,ES
1350,Barcelona,ES
1351,Choisy-le-Roi,FR
1352,Rivabellosa,ES
1353,Oberhausen,DE
1354,Warsaw,PL
1355,Warsaw,PL
1356,Cluj Napoca,RO
1357,Cerdanyola del Vallès,ES
1358,Frankfurt,DE
1359,Meudon,FR
1360,Barcelona,ES
1361,Velbert,DE
1362,Boulogne-Billancourt,FR
1363,Ferrières-en-Brie,FR
1364,Les Ulis,FR
1365,Kirchheim,DE
1366,Capelle aan den IJssel,NL
1367,Düsseldorf,DE
1368,Toruń,PL
1369,Vélizy-Villacoublay,FR
1370,Heidelberg,DE
1371,Timisoara,RO
1372,Sines,PT
1373,Madrid,ES
1374,Madrid,ES
1375,Madrid,ES
1376,Wuppertal,DE
1377,Juc-Herghelie,RO
1378,Zagreb,HR
1379,Črnuče,SI
1380,Arganda del Rey,ES
1381,Munich,DE
1382,Helsinki,FI
1383,Pozuelo de Alarcón,ES
1384,Hamburg,DE
1385,Warsaw,PL
1386,Warsaw,PL
1387,Timisoara,RO
1388,Valmiera,LV
1389,Daugavpils,LV
1390,Liepaja,LV
1391,Ventspils,LV
1392,Milan,IT
1393,Greven,DE
1394,Venlo,NL
1395,Varna,BG
1396,Sehnde,DE
1397,Châtenoy-le-Royal,FR
1398,Saint-Gaudens,FR
1399,Amsterdam,NL
1400,Fredericia,DK
1401,Älvsjö,SE
1402,BARI,IT
1403,Leipzig,DE
1404,Varaždin,HR
1405,Böblingen,DE
1406,Duchnice,PL
1407,Bethenhausen,DE
1408,Veghel,NL
1409,Riga,LV
1410,Menden,DE
1411,Warsaw,PL
1412,Mainhausen,DE
1413,Marseille,FR
1414,Friedrichshafen,DE
1415,Myllykoski,FI
1416,Espoo,FI
1417,Espoo,FI
1418,Helsinki,FI
1419,Långsele,SE
1420,Skovlunde,DK
1421,Ludwigshafen am Rhein,DE
1422,"Lisbon, , 2685",PT
1423,Budapest,HU
1424,Velbert,DE
1425,Paris,FR
1426,Hannover,DE
1427,Marseille,FR
1428,Mons en Baroeul,FR
1429,Vienna,AT
1430,Montreuil,FR
1431,Hannover,DE
1432,Lisbon,PT
1433,Brasov,RO
1434,LJubljana,SI
1435,Saint Maurice la Souterraine,FR
